scientific_name,latitude,longitude,timestamp_occ,timestamp_round,lat_round,lon_round,timestamp_ocean
Plesionika orientalis,12.48,92.39,2016-04-04,2016-04-04,12.48,92.39,
Parapontocaris andamanensis,11.35,92.39,2015-01-11,2015-01-11,11.35,92.39,
Plesionika quasigrandis,11.8,92.33,2015-01-14,2015-01-14,11.8,92.33,
Plesionika quasigrandis,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Plesionika quasigrandis,12.53,93.15,2016-04-10,2016-04-10,12.53,93.15,
Plesionika quasigrandis,13.24,93.17,2016-04-11,2016-04-11,13.24,93.17,
Plesionika quasigrandis,9.98,75.59,2010-08-08,2010-08-08,9.98,75.59,
Heterocarpus chani,6.64,93.68,2010-09-24,2010-09-24,6.64,93.68,
Glyphocrangon smithii,9.65,92.65,2015-01-27,2015-01-27,9.65,92.65,
Glyphocrangon smithii,13.27,93.26,2017-11-26,2017-11-26,13.27,93.26,
Heterocarpus chani,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Heterocarpus chani,7.75,93.21,2011-12-13,2011-12-13,7.75,93.21,
Heterocarpus sibogae,6.64,93.68,2010-09-24,2010-09-24,6.64,93.68,
Heterocarpus chani,8.52,93.02,2011-12-14,2011-12-14,8.52,93.02,
Oplophorus gracilirostris,14.37,73.03,2018-04-09,2018-04-09,14.37,73.03,
Nematocarcinus,14.37,73.03,2018-04-09,2018-04-09,14.37,73.03,
Heterocarpus dorsalis,14.37,73.03,2018-04-09,2018-04-09,14.37,73.03,
Heterocarpus chani,11.16,92.39,2011-11-22,2011-11-22,11.16,92.39,
Plesionika,12.81,93.08,2010-09-17,2010-09-17,12.81,93.08,
Plesionika,7.53,93.65,2011-12-11,2011-12-11,7.53,93.65,
Psalidopus huxleyi,14.39,73.03,2018-02-28,2018-02-28,14.39,73.03,
Chlorotocoides spinicauda,10.72,92.71,2019-10-08,2019-10-08,10.72,92.71,
Pontocaris propensalata,9.96,75.59,2017-01-26,2017-01-26,9.96,75.59,
Pontocaris affinis affinis,13.02,74.02,2018-11-25,2018-11-25,13.02,74.02,
Parapontocaris aspera,9.27,92.67,2017-11-01,2017-11-01,9.27,92.67,
Parapontocaris andamanensis,13.03,92.17,2015-01-18,2015-01-18,13.03,92.17,
Parapontocaris bengalensis,11.03,80.26,2015-05-12,2015-05-12,11.03,80.26,
Glyphocrangon investigatoris,11.95,80.15,2019-11-29,2019-11-29,11.95,80.15,
Alpheus sp.,13.13,72.03,2017-02-04,2017-02-04,13.13,72.03,
Synalpheus neomeris,10.72,92.71,2019-10-08,2019-10-08,10.72,92.71,
Synalpheus trispinosus,6.8,93.69,2019-08-18,2019-08-18,6.8,93.69,
Synalpheus coutierei,8.01,93.28,2009-01-24,2009-01-24,8.01,93.28,
Procletes levicarina,15.47,73.07,2015-05-22,2015-05-22,15.47,73.07,
Spirula spirula,5.13,69.05,2015-09-11,2015-09-11,5.13,69.05,
Liocranchia reinhardtii,5.13,69.05,2015-09-11,2015-09-11,5.13,69.05,
Onychoteuthis banksii,5.13,69.05,2015-09-11,2015-09-11,5.13,69.05,
Sthenoteuthis oualaniensis,21.76,66.49,2016-01-25,2016-01-25,21.76,66.49,
Chiroteuthis picteti,21.76,66.49,2016-01-25,2016-01-25,21.76,66.49,
Abraliopsis (Micrabralia) lineata,21.76,66.49,2016-01-25,2016-01-25,21.76,66.49,
Histioteuthis miranda,10.43,72.28,2013-10-12,2013-10-12,10.43,72.28,
Sthenoteuthis oualaniensis,15.9,65.5,2016-02-10,2016-02-10,15.9,65.5,
Liocranchia reinhardtii,8.3,72.02,2015-09-08,2015-09-08,8.3,72.02,
Histioteuthis miranda,8.3,72.03,2015-09-09,2015-09-09,8.3,72.03,
Abralia (Heterabralia) andamanica,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Sthenoteuthis oualaniensis,-7.75,59.18,2015-10-08,2015-10-08,-7.75,59.18,
Uroteuthis (Photololigo) duvaucelii,8.979166667,76.10194444,2015-04-11,2015-04-11,8.98,76.1,
Sthenoteuthis oualaniensis,-2.39,60.1,2015-10-12,2015-10-12,-2.39,60.1,
Bathyteuthis bacidifera,-2.39,60.1,2015-10-12,2015-10-12,-2.39,60.1,
Sepiella inermis,6.842777778,93.05305556,2011-10-12,2011-10-12,6.84,93.05,
Cistopus indicus,18.80635,85.3568,2011-10-29,2011-10-29,18.81,85.36,
Japetella diaphana,9.8,75.5,2015-08-01,2015-08-01,9.8,75.5,
Histioteuthis reversa,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Sepia aculeata,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Uroteuthis (Photololigo) singhalensis,9.310983333,76.15416667,2013-12-13,2013-12-13,9.31,76.15,
Ancistrocheirus lesueurii,5.13,69.05,2015-09-11,2015-09-11,5.13,69.05,
Euprymna hyllebergi,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Histioteuthis reversa,11.12083333,74.92861111,2014-01-08,2014-01-08,11.12,74.93,
Histioteuthis reversa,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Histioteuthis sp,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Vampyroteuthis sp.,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Megalocranchia abyssicola,5.13,69.05,2015-09-11,2015-09-11,5.13,69.05,
Histioteuthis meleagroteuthis,5.13,69.05,2015-09-11,2015-09-11,5.13,69.05,
Octopoteuthis sp.,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Ornithoteuthis volatilis,15.9,65.5,2016-02-10,2016-02-10,15.9,65.5,
Sepia pharaonis,19.47694444,85.60611111,2006-07-20,2006-07-20,19.48,85.61,
Histioteuthis reversa,7.486944444,93.41416667,2016-04-04,2016-04-04,7.49,93.41,
Cistopus sp.,9.310983333,76.15416667,2013-12-13,2013-12-13,9.31,76.15,
Ornithoteuthis volatilis,6.4,70.07,2015-09-10,2015-09-10,6.4,70.07,
Sepia pharaonis,9.310983333,76.15416667,2013-12-13,2013-12-13,9.31,76.15,
Uroteuthis (Photololigo) edulis,9.310983333,76.15416667,2013-12-13,2013-12-13,9.31,76.15,
Histioteuthis reversa,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Cistopus sp.,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Cistopus sp.,11.91313333,80.14531667,2011-11-05,2011-11-05,11.91,80.15,
Liocranchia reinhardtii,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Cistopus sp.,18.83051667,85.37693333,2011-10-30,2011-10-30,18.83,85.38,
Abralia (Heterabralia) andamanica,10.97,67.49,2016-01-21,2016-01-21,10.97,67.49,
Ancistrocheirus lesueurii,21.76,66.49,2016-01-25,2016-01-25,21.76,66.49,
Abralia (Heterabralia) andamanica,21.76,66.49,2016-01-25,2016-01-25,21.76,66.49,
Cistopus sp.,10.0,75.6,2011-08-10,2011-08-10,10.0,75.6,
Abralia (Heterabralia) andamanica,6.4,70.07,2015-09-10,2015-09-10,6.4,70.07,
Cistopus sp.,12.4695,74.152367,2013-08-24,2013-08-24,12.47,74.15,
Onychoteuthis banksii,6.4,70.07,2015-09-10,2015-09-10,6.4,70.07,
Ancistrocheirus lesueurii,18.83051667,85.37693333,2011-10-30,2011-10-30,18.83,85.38,
Histioteuthis sp.,6.4,70.07,2015-09-10,2015-09-10,6.4,70.07,
Onychoteuthis banksii,15.9,65.5,2016-02-10,2016-02-10,15.9,65.5,
Sthenoteuthis oualaniensis,6.4,70.07,2015-09-10,2015-09-10,6.4,70.07,
Chtenopteryx sicula,6.4,70.07,2015-09-10,2015-09-10,6.4,70.07,
Ancistrocheirus lesueurii,6.4,70.07,2015-09-10,2015-09-10,6.4,70.07,
Abralia (Heterabralia) andamanica,15.9,65.5,2016-02-10,2016-02-10,15.9,65.5,
Octopus sp.,10.9,67.5,2016-02-16,2016-02-16,10.9,67.5,
Octopus sp.,12.103683,74.319083,2013-08-26,2013-08-26,12.1,74.32,
Octopus sp.,6.67,93.65,2015-02-01,2015-02-01,6.67,93.65,
Sepia aculeata,6.67,93.65,2015-02-01,2015-02-01,6.67,93.65,
Sepiella inermis,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Ancistrocheirus lesueurii,10.9,80.3,2011-11-06,2011-11-06,10.9,80.3,
Octopus sp.,10.9,80.3,2011-11-06,2011-11-06,10.9,80.3,
Octopus sp.,10.0,75.6,2011-08-10,2011-08-10,10.0,75.6,
Sthenoteuthis oualaniensis,9.310983333,76.15416667,2013-12-13,2013-12-13,9.31,76.15,
Aristeus,11.15,92.33,2010-09-19,2010-09-19,11.15,92.33,
Aristaeopsis edwardsiana,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Aristaeopsis edwardsiana,8.48,93.43,2016-04-05,2016-04-05,8.48,93.43,
Solenocera hextii,9.98,75.59,2010-08-08,2010-08-08,9.98,75.59,
Aristeus alcocki,11.8,92.33,2015-01-14,2015-01-14,11.8,92.33,
Solenocera annectens,13.03,92.17,2015-01-18,2015-01-18,13.03,92.17,
Aristaeopsis edwardsiana,9.9,75.53,2010-08-08,2010-08-08,9.9,75.53,
Haliporus taprobanensis,9.9,75.53,2010-08-08,2010-08-08,9.9,75.53,
Aristaeopsis edwardsiana,10.68,92.31,2010-09-20,2010-09-20,10.68,92.31,
Aristaeopsis edwardsiana,8.52,93.02,2011-12-14,2011-12-14,8.52,93.02,
Aristeus alcocki,11.91,80.14,2011-11-09,2011-11-09,11.91,80.14,
Aristeus,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Metapenaeopsis coniger,9.74,75.62,2018-04-12,2018-04-12,9.74,75.62,
Metapenaeopsis aegyptia,6.8,93.69,2019-08-18,2019-08-18,6.8,93.69,
Parapenaeus fissurus,15.47,73.07,2015-05-22,2015-05-22,15.47,73.07,
Aristeus,12.48,92.39,2016-04-04,2016-04-04,12.48,92.39,
Metapenaeopsis barbata,10.79,80.11,2019-11-30,2019-11-30,10.79,80.11,
Aristeus,8.48,93.43,2016-04-05,2016-04-05,8.48,93.43,
Aristeus,7.75,93.21,2011-12-13,2011-12-13,7.75,93.21,
Solenocera,12.53,93.15,2016-04-10,2016-04-10,12.53,93.15,
Sergia laminata,11.38,92.78,2015-01-16,2015-01-16,11.38,92.78,
Metapenaeopsis stridulans,22.49,68.19,2018-02-22,2018-02-22,22.49,68.19,
Aristeus virilis,7.75,93.21,2011-12-13,2011-12-13,7.75,93.21,
Metapenaeopsis coniger,7.29,77.8,2019-12-03,2019-12-03,7.29,77.8,
Aristeus alcocki,11.19,92.34,2016-04-14,2016-04-14,11.19,92.34,
Solenocera hextii,20.3,69.39,2018-02-24,2018-02-24,20.3,69.39,
Aristeus alcocki,10.73,80.64,2011-11-07,2011-11-07,10.73,80.64,
Aristeus,11.16,92.39,2011-11-22,2011-11-22,11.16,92.39,
Solenocera hextii,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Metapenaeopsis hilarula,6.65,93.83,2019-08-16,2019-08-16,6.65,93.83,
Parapenaeus investigatoris,7.29,77.8,2019-12-03,2019-12-03,7.29,77.8,
Aristaeopsis edwardsiana,14.39,73.03,2018-02-28,2018-02-28,14.39,73.03,
Aristeus virilis,13.03,92.17,2015-01-18,2015-01-18,13.03,92.17,
Penaeopsis,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Solenocera,12.81,93.08,2010-09-17,2010-09-17,12.81,93.08,
Aristeus virilis,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Aristaeopsis edwardsiana,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Solenocera hextii,10.7,80.27,2020-03-06,2020-03-06,10.7,80.27,
Penaeus semisulcatus,22.49,68.19,2018-02-22,2018-02-22,22.49,68.19,
Metapenaeopsis gallensis,6.8,93.69,2019-08-18,2019-08-18,6.8,93.69,
Aristeus alcocki,11.95,80.15,2019-11-29,2019-11-29,11.95,80.15,
Metapenaeus monoceros,22.49,68.19,2018-02-22,2018-02-22,22.49,68.19,
Metapenaeopsis difficilis,10.71,93.22,2015-01-25,2015-01-25,10.71,93.22,
Aristeus,7.52,93.4,2010-09-24,2010-09-24,7.52,93.4,
Aristeus alcocki,15.76,72.63,2019-01-01,2019-01-01,15.76,72.63,
Trachysalambria aspera,8.55,78.33,2020-02-12,2020-02-12,8.55,78.33,
Parapenaeus investigatoris,10.86,92.19,2015-01-26,2015-01-26,10.86,92.19,
Aristaeopsis edwardsiana,14.37,73.03,2018-04-09,2018-04-09,14.37,73.03,
Penaeopsis rectacuta,11.8,92.33,2015-01-14,2015-01-14,11.8,92.33,
Pseudaristeus crassipes,14.37,73.03,2018-04-09,2018-04-09,14.37,73.03,
Hymenopenaeus equalis,14.37,73.03,2018-04-09,2018-04-09,14.37,73.03,
Sicyonia vitulans,6.65,93.83,2019-08-16,2019-08-16,6.65,93.83,
Penaeopsis rectacuta,11.21,92.36,2015-01-15,2015-01-15,11.21,92.36,
Penaeopsis rectacuta,11.36,92.8,2015-01-16,2015-01-16,11.36,92.8,
Penaeopsis rectacuta,13.03,92.17,2015-01-18,2015-01-18,13.03,92.17,
Penaeopsis rectacuta,8.48,93.43,2016-04-05,2016-04-05,8.48,93.43,
Penaeopsis rectacuta,12.53,93.15,2016-04-10,2016-04-10,12.53,93.15,
Sicyonia parajaponica,8.55,78.33,2020-02-12,2020-02-12,8.55,78.33,
Benthesicymus investigatoris,7.5,93.42,2015-02-02,2015-02-02,7.5,93.42,
Haliporus taprobanensis,13.27,93.26,2017-11-26,2017-11-26,13.27,93.26,
Ophiodaphne scripta,8.43,76.8,2010-11-20,2010-11-20,8.43,76.8,
Ophiomyces delata,11.25,92.45,2011-11-22,2011-11-22,11.25,92.45,
Astropecten polyacanthus,8.5,76.8,2011-09-06,2011-09-06,8.5,76.8,
Astropecten vappa,10.0,75.83,2014-12-13,2014-12-13,10.0,75.83,
Astropecten hemprichi,7.23,77.51,2009-08-18,2009-08-18,7.23,77.51,
Luidia hardwicki,7.81,77.49,2010-05-16,2010-05-16,7.81,77.49,
Luidia denudata,7.8,77.51,2013-09-08,2013-09-08,7.8,77.51,
Leptopentacta imbricata,8.5,76.8,2011-08-31,2011-08-31,8.5,76.8,
Johannaster superbus,7.79,76.46,2013-07-15,2013-07-15,7.79,76.46,
Ceramaster cuenoti,8.29,76.21,2012-10-19,2012-10-19,8.29,76.21,
Nymphaster moebii,7.79,76.46,2013-07-15,2013-07-15,7.79,76.46,
Heteronardoa carinata,9.94,75.85,2011-08-26,2011-08-26,9.94,75.85,
Goniodiscaster forficulatus,7.44,76.91,2013-12-08,2013-12-08,7.44,76.91,
Cnemidaster zea,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Zoroaster alfredi,7.79,76.46,2013-07-15,2013-07-15,7.79,76.46,
Zoroaster angulatus,9.9,75.52,2010-08-08,2010-08-08,9.9,75.52,
Brisinga insularum,7.79,76.46,2013-07-15,2013-07-15,7.79,76.46,
Amphioplus (Lymanella) depressus,9.97,75.83,2013-07-30,2013-07-30,9.97,75.83,
Amphipholis misera,8.5,76.8,2011-09-04,2011-09-04,8.5,76.8,
Amphiura (Amphiura) ambigua,7.47,77.52,2010-05-16,2010-05-16,7.47,77.52,
Amphiura (Amphiura) duncani,11.32,75.32,2012-02-22,2012-02-22,11.32,75.32,
Amphiura (Ophiopeltis) tenuis,8.06,77.5,2010-05-16,2010-05-16,8.06,77.5,
Amphiura (Fellaria) heptacantha,8.04,77.5,2010-05-16,2010-05-16,8.04,77.5,
Ophiosphaera insignis,7.99,77.18,2010-11-15,2010-11-15,7.99,77.18,
Ophiomoeris tenera,8.42,75.92,2013-12-11,2013-12-11,8.42,75.92,
Ophiochiton ambulator,8.42,75.92,2013-12-11,2013-12-11,8.42,75.92,
Ophiacantha dallasii,14.16,80.36,2009-05-13,2009-05-13,14.16,80.36,
Bathypectinura heros,9.9,75.52,2010-08-08,2010-08-08,9.9,75.52,
Ophiarachnella infernalis,8.25,76.95,2013-09-07,2013-09-07,8.25,76.95,
Ophioconis cupida,7.99,77.18,2010-11-15,2010-11-15,7.99,77.18,
Ophiocnemis marmorata,7.99,77.18,2010-11-15,2010-11-15,7.99,77.18,
Ophiopteron elegans,9.24,76.2,2013-12-13,2013-12-13,9.24,76.2,
Ophiothrix (Ophiothrix) aristulata,7.19,77.5,2015-05-30,2015-05-30,7.19,77.5,
Goniodiscaster forficulatus,8.48,76.48,2010-05-15,2010-05-15,8.48,76.48,
Ophiothrix (Acanthophiothrix) proteus,8.44,76.79,2011-08-30,2011-08-30,8.44,76.79,
Stereocidaris alcocki,8.53,76.0,2013-12-12,2013-12-12,8.53,76.0,
Histocidaris denticulata,8.53,76.0,2013-12-12,2013-12-12,8.53,76.0,
Paratrema doederleini,8.48,76.48,2010-05-15,2010-05-15,8.48,76.48,
Salmacis bicolor,8.51,76.84,2014-10-24,2014-10-24,8.51,76.84,
Echinolampas alexandri,8.51,76.73,2014-10-24,2014-10-24,8.51,76.73,
Stolus buccalis,8.5,76.8,2011-09-05,2011-09-05,8.5,76.8,
Thyone dura,8.5,76.8,2011-09-04,2011-09-04,8.5,76.8,
Molpadia musculus,8.42,75.92,2013-12-11,2013-12-11,8.42,75.92,
Benthodytes typica,7.79,76.46,2013-07-15,2013-07-15,7.79,76.46,
Luidia hardwicki,8.45,76.9,2011-08-30,2011-08-30,8.45,76.9,
Cenometra bella,7.81,77.49,2010-05-16,2010-05-16,7.81,77.49,
Himerometra robustipinna,7.99,77.61,2009-08-18,2009-08-18,7.99,77.61,
Teliocrinus springeri,11.01,80.3,2010-08-26,2010-08-26,11.01,80.3,
Echinoneus cyclostomus,7.81,77.49,2010-05-16,2010-05-16,7.81,77.49,
Dougaloplus echinatus,8.52,76.75,2013-07-16,2013-07-16,8.52,76.75,
Ophiacantha dallasii,8.14,77.16,2013-12-09,2013-12-09,8.14,77.16,
Ophiothrix (Ophiothrix) foveolata,8.14,77.16,2013-12-09,2013-12-09,8.14,77.16,
Amphiura (Amphiura) constricta,8.42,76.54,2011-08-30,2011-08-30,8.42,76.54,
Saracrinus angulatus,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Lovenia elongata,13.88,73.83,2013-08-15,2013-08-15,13.88,73.83,
Nacospatangus altus,7.79,77.5,2009-05-30,2009-05-30,7.79,77.5,
Stellaster childreni,8.03,77.0,2013-12-09,2013-12-09,8.03,77.0,
Luidia hardwicki,10.41,75.67,2013-07-08,2013-07-08,10.41,75.67,
Antedon parviflora,7.81,77.49,2010-05-16,2010-05-16,7.81,77.49,
Stellaster childreni,8.51,76.73,2014-10-24,2014-10-24,8.51,76.73,
Goniodiscaster forficulatus,8.51,76.73,2014-10-24,2014-10-24,8.51,76.73,
Clypeaster fervens,12.32,80.3,2010-05-25,2010-05-25,12.32,80.3,
Metrodira subulata,15.25,80.36,2010-05-26,2010-05-26,15.25,80.36,
Luidia maculata,11.77,79.92,2010-05-22,2010-05-22,11.77,79.92,
Amphioplus (Lymanella) depressus,7.81,77.49,2010-05-16,2010-05-16,7.81,77.49,
Clypeaster reticulatus,12.32,80.3,2010-05-25,2010-05-25,12.32,80.3,
Stolus buccalis,14.1,80.33,2010-05-25,2010-05-25,14.1,80.33,
Ophiuroglypha kinbergi,11.59,79.87,2010-05-22,2010-05-22,11.59,79.87,
Thyone dura,11.39,74.87,2014-10-09,2014-10-09,11.39,74.87,
Leptopentacta imbricata,9.97,75.83,2013-07-20,2013-07-20,9.97,75.83,
Astropecten polyacanthus,8.25,76.95,2013-09-07,2013-09-07,8.25,76.95,
Ceramaster cuenoti,8.41,75.88,2013-07-17,2013-07-17,8.41,75.88,
Ophiothrix (Acanthophiothrix) purpurea,8.04,77.5,2010-05-16,2010-05-16,8.04,77.5,
Ophiothrix (Ophiothrix) savignyi,8.04,77.5,2010-05-16,2010-05-16,8.04,77.5,
Sidonaster vaneyi,8.01,76.43,2013-12-10,2013-12-10,8.01,76.43,
Luidia hardwicki,15.25,80.36,2010-05-26,2010-05-26,15.25,80.36,
Ophioconis cupida,8.14,77.16,2013-12-09,2013-12-09,8.14,77.16,
Astropecten monacanthus,14.1,80.33,2010-05-25,2010-05-25,14.1,80.33,
Lovenia elongata,14.75,73.97,2013-08-18,2013-08-18,14.75,73.97,
Stereocidaris alcocki,8.25,76.95,2013-09-07,2013-09-07,8.25,76.95,
Ophiocreas sibogae,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Histocidaris denticulata,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Valvaster striatus,11.02323333,93.50011667,2017-11-18,2017-11-18,11.02,93.5,
Neoferdina offreti,11.02323333,93.50011667,2017-11-18,2017-11-18,11.02,93.5,
Phanogenia distincta,8.6544,93.12775,2017-11-15,2017-11-15,8.65,93.13,
Stephanometra indica,8.6544,93.12775,2017-11-15,2017-11-15,8.65,93.13,
Comanthus wahlbergii,8.6544,93.12775,2017-11-15,2017-11-15,8.65,93.13,
Eudiocrinus ornatus,8.6544,93.12775,2017-11-15,2017-11-15,8.65,93.13,
Comatella stelligera,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Comanthus parvicirrus,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophiotreta stimulea,15.55278333,72.6866,2018-01-17,2018-01-17,15.55,72.69,
Histampica duplicata,15.55278333,72.6866,2018-01-17,2018-01-17,15.55,72.69,
Ophiura (Dictenophiura) stellata,9.284316667,92.69623333,2017-11-17,2017-11-17,9.28,92.7,
Ophioleuce seminudum,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophiernus adspersus adspersus,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophiomoeris tenera,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophiothrix (Ophiothrix) aristulata,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophiopristis vestita,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophiopteron elegans,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophiacantha dallasii,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophiacantha indica,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophiomyxa australis,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophiogymna elegans,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophiothrix (Acanthophiothrix) purpurea,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophiarachnella gorgonia,9.30285,92.78748333,2017-11-16,2017-11-16,9.3,92.79,
Ophionereis dubia dubia,9.334733333,92.74526667,2017-11-17,2017-11-17,9.33,92.75,
Bathypectinura heros,8.055166667,76.17883333,2017-10-25,2017-10-25,8.06,76.18,
Amphioplus (Unioplus) caulleryi,8.055166667,76.17883333,2017-10-25,2017-10-25,8.06,76.18,
Ophiarachnella gorgonia,9.022783333,92.7229,2017-11-16,2017-11-16,9.02,92.72,
Ophionereis dubia dubia,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Ophiothrix (Acanthophiothrix) proteus,10.6761,92.6811,2011-12-04,2011-12-04,10.68,92.68,
Ophiuroglypha kinbergi,10.58963333,80.19603333,2009-05-05,2009-05-05,10.59,80.2,
Amphioplus (Lymanella) andreae,11.7811,92.48431667,2011-11-23,2011-11-23,11.78,92.48,
Ophiozonella bispinosa,10.66858333,92.30031667,2011-11-21,2011-11-21,10.67,92.3,
Macrophiothrix propinqua,7.9973,93.63821667,2011-12-08,2011-12-08,8.0,93.64,
Ophiocentrus verticillatus,7.13165,93.53333333,2011-12-11,2011-12-11,7.13,93.53,
Ophiocentrus dilatata,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Macrophiothrix nereidina,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Ophiacantha dallasii,7.9973,93.63821667,2011-12-08,2011-12-08,8.0,93.64,
Ophiopsila pantherina,10.66858333,92.30031667,2011-11-21,2011-11-21,10.67,92.3,
Amphioplus (Amphioplus) personatus,11.23333333,92.43581667,2011-11-22,2011-11-22,11.23,92.44,
Amphipholis misera,7.044066667,93.94455,2011-12-09,2011-12-09,7.04,93.94,
Amphiodia frigida,15.72271667,72.66468333,2018-02-27,2018-02-27,15.72,72.66,
Bathypectinura heros,14.48373333,73.03798333,2018-02-28,2018-02-28,14.48,73.04,
Ophiomoeris tenera,14.48373333,73.03798333,2018-02-28,2018-02-28,14.48,73.04,
Ypsilothuria bitentaculata,9.4827,75.7062,2018-03-03,2018-03-03,9.48,75.71,
Asteronyx loveni,14.48373333,73.03798333,2018-02-28,2018-02-28,14.48,73.04,
Histampica duplicata,14.48373333,73.03798333,2018-02-28,2018-02-28,14.48,73.04,
Thalassometra,14.48373333,73.03798333,2018-02-28,2018-02-28,14.48,73.04,
Teliocrinus springeri,14.48373333,73.03798333,2018-02-28,2018-02-28,14.48,73.04,
Brissopsis oldhami,8.055166667,76.17883333,2017-10-25,2017-10-25,8.06,76.18,
Ophiochiton ambulator,8.32235,76.1752,2017-10-24,2017-10-24,8.32,76.18,
Sidonaster vaneyi,8.32235,76.1752,2017-10-24,2017-10-24,8.32,76.18,
Ophioplinthus inflata,8.281933333,76.51851667,2017-10-26,2017-10-26,8.28,76.52,
Zoroaster planus,8.358666667,76.23501667,2017-10-26,2017-10-26,8.36,76.24,
Astropecten polyacanthus,8.285566667,76.88213333,2017-10-27,2017-10-27,8.29,76.88,
Clypeaster fervens,8.285566667,76.88213333,2017-10-27,2017-10-27,8.29,76.88,
Maretia planulata,8.285566667,76.88213333,2017-10-27,2017-10-27,8.29,76.88,
Stellaster childreni,8.260883333,76.93693333,2017-10-27,2017-10-27,8.26,76.94,
Luidia hardwicki,8.260883333,76.93693333,2017-10-27,2017-10-27,8.26,76.94,
Salmacis bicolor,8.489183333,76.83491667,2017-10-28,2017-10-28,8.49,76.83,
Sculpsitechinus auritus,8.489183333,76.83491667,2017-10-28,2017-10-28,8.49,76.83,
Ophiosphalma familiare,14.46651667,73.02545,2018-04-09,2018-04-09,14.47,73.03,
Astroboa nuda,8.6544,93.12775,2017-11-15,2017-11-15,8.65,93.13,
Maretia planulata,8.489183333,76.83491667,2017-10-28,2017-10-28,8.49,76.83,
Gomophia egyptiaca,11.02323333,93.50011667,2017-11-18,2017-11-18,11.02,93.5,
Ophionereis porrecta,8.4397,93.5922,2019-08-13,2019-08-13,8.44,93.59,
Ophiopsammus yoldii,8.3651,93.5728,2019-08-13,2019-08-13,8.37,93.57,
Ophionereis porrecta,8.3651,93.5728,2019-08-13,2019-08-13,8.37,93.57,
Ophiocentrus dilatata,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Ophiogymna pellicula,6.7985,93.6922,2019-08-18,2019-08-18,6.8,93.69,
Ophiomaza cacaotica,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Teliocrinus springeri,14.46651667,73.02545,2018-04-09,2018-04-09,14.47,73.03,
Amphiura (Amphiura) dejectoides,10.51795833,80.25,2019-11-06,2019-11-06,10.52,80.25,
Ophialcaea tuberculosa,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Astrothorax waitei,14.46651667,73.02545,2018-04-09,2018-04-09,14.47,73.03,
Ophiozonella,11.78586667,92.32592,2011-11-23,2011-11-23,11.79,92.33,
Schizaster gibberulus,14.74533333,80.21963,2019-11-10,2019-11-10,14.75,80.22,
Ophiopristis vestita,7.7114,93.3273,2011-12-13,2011-12-13,7.71,93.33,
