scientific_name,latitude,longitude,timestamp_occ,timestamp_round,lat_round,lon_round,timestamp_ocean
Paraehlersia ferrugina,13.53,92.62,2011-11-25,2011-11-25,13.53,92.62,
Samythella affinis,10.66,92.2,2011-11-21,2011-11-21,10.66,92.2,
Goniada maculata,10.66,92.2,2011-11-21,2011-11-21,10.66,92.2,
Terebellides stroemii,12.25,92.35,2011-11-23,2011-11-23,12.25,92.35,
Paraehlersia ferrugina,11.25,92.44,2012-11-22,2012-11-22,11.25,92.44,
Mysta siphodonta,13.52,92.78,2011-11-25,2011-11-25,13.52,92.78,
Onuphis holobranchiata,11.25,92.45,2012-11-22,2012-11-22,11.25,92.45,
Linopherus paucibranchiata,11.69,92.82,2011-11-30,2011-11-30,11.69,92.82,
Notomastus aberans,11.79,92.33,2011-11-23,2011-11-23,11.79,92.33,
Glycera benguellana,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Goniada maculata,9.29,92.67,2011-12-05,2011-12-05,9.29,92.67,
Levinsenia oculata,13.35,93.18,2009-01-14,2009-01-14,13.35,93.18,
Phyllodoce malmgreni,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Linopherus microcephala,10.67,92.3,2012-11-22,2012-11-22,10.67,92.3,
Syllis cornuta,7.13,93.52,2011-12-11,2011-12-11,7.13,93.52,
Ampharete kerguelensis,12.26,93.16,2009-01-15,2009-01-15,12.26,93.16,
Glycera natalensis,10.67,92.3,2012-11-22,2012-11-22,10.67,92.3,
Aricidea longobranchiata,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Phyllodoce malmgreni,9.28,92.7,2011-12-05,2011-12-05,9.28,92.7,
Spiophanes duplex,10.67,92.23,2012-11-22,2012-11-22,10.67,92.23,
Goniada maculata,11.79,92.37,2011-11-23,2011-11-23,11.79,92.37,
Aglaophamus dibranchis,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Glycera papillosa,12.26,93.19,2011-11-25,2011-11-25,12.26,93.19,
Cossura coasta,13.52,92.78,2011-11-25,2011-11-25,13.52,92.78,
Chone filicaudata,13.53,92.65,2011-11-25,2011-11-25,13.53,92.65,
Scyphoproctus armatus,13.35,93.18,2009-01-14,2009-01-14,13.35,93.18,
Glycera papillosa,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Prionospio atrovitta,12.25,92.35,2009-01-11,2009-01-11,12.25,92.35,
Prionospio atrovitta,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Prionospio atrovitta,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Prionospio atrovitta,9.3,92.7,2009-01-23,2009-01-23,9.3,92.7,
Prionospio atrovitta,10.68,92.31,2009-01-10,2009-01-10,10.68,92.31,
Prionospio atrovitta,11.8,92.4,2009-01-11,2009-01-11,11.8,92.4,
Prionospio atrovitta,13.35,93.15,2009-01-14,2009-01-14,13.35,93.15,
Prionospio atrovitta,12.66,92.56,2011-11-25,2011-11-25,12.66,92.56,
Prionospio atrovitta,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Prionospio atrovitta,6.51,93.8,2011-12-10,2011-12-10,6.51,93.8,
Prionospio atrovitta,11.47,92.74,2017-11-10,2017-11-10,11.47,92.74,
Prionospio andamanensis,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Prionospio bocki,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Prionospio henriki,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Prionospio komaeti,11.25,92.44,2011-11-22,2011-11-22,11.25,92.44,
Prionospio neenae,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Prionospio nielseni,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Prionospio phuketensis,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Prionospio cornuta,8.0,93.64,2011-12-08,2011-12-08,8.0,93.64,
Hyalinoecia tubicola,14.48,73.04,2018-02-28,2018-02-28,14.48,73.04,
Hyalinoecia tubicola,14.96,72.77,2015-06-26,2015-06-26,14.96,72.77,
Rhamphobrachium diversosetosum,10.0,75.55,2016-09-05,2016-09-05,10.0,75.55,
Polyodontes maxillosus,18.0,84.22,2008-12-09,2008-12-09,18.0,84.22,
Polyodontes maxillosus,17.1,82.64,2008-12-10,2008-12-10,17.1,82.64,
Polyodontes maxillosus,17.0,82.63,2008-12-10,2008-12-10,17.0,82.63,
Polyodontes maxillosus,11.96,74.69,2011-08-08,2011-08-08,11.96,74.69,
Polyodontes maxillosus,15.49,73.06,2015-05-22,2015-05-22,15.49,73.06,
Polyodontes maxillosus,22.35,68.06,2018-02-22,2018-02-22,22.35,68.06,
Euthalenessa festiva,13.77,72.19,2017-04-01,2017-04-01,13.77,72.19,
Iphione muricata,8.55,78.33,2020-12-02,2020-12-02,8.55,78.33,
Sigalion mathildae,8.53,78.38,2020-12-02,2020-12-02,8.53,78.38,
Pholoe glabra,8.53,78.38,2020-12-02,2020-12-02,8.53,78.38,
Pholoe glabra,7.97,77.65,2020-02-14,2020-02-14,7.97,77.65,
Aphrogenia alba,8.53,78.38,2020-12-02,2020-12-02,8.53,78.38,
Euthalenessa digitata,7.97,77.65,2020-02-14,2020-02-14,7.97,77.65,
Ehlersileanira incisa,9.9,75.52,2010-08-08,2010-08-08,9.9,75.52,
Pholoides brasiliensis,11.75,74.68,2012-02-23,2012-02-23,11.75,74.68,
Harmothoe antilopes,14.12,74.07,2012-02-25,2012-02-25,14.12,74.07,
Harmothoe antilopes,9.77,75.71,2012-02-27,2012-02-27,9.77,75.71,
Harmothoe antilopes,8.5,76.42,2020-02-15,2020-02-15,8.5,76.42,
Eupanthalis,11.39,74.87,2014-10-09,2014-10-09,11.39,74.87,
Gaudichaudius cimex,8.46,76.77,2010-11-16,2010-11-16,8.46,76.77,
Gaudichaudius cimex,8.53,76.79,2013-07-16,2013-07-16,8.53,76.79,
Acoetes,11.57,92.81,2019-08-09,2019-08-09,11.57,92.81,
Euarche,10.69,92.22,2017-10-01,2017-10-01,10.69,92.22,
Euarche,9.28,92.69,2017-11-17,2017-11-17,9.28,92.69,
Eupanthalis,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Eupanthalis,11.56,92.76,2017-11-24,2017-11-24,11.56,92.76,
Polyodontes,10.68,92.2,2009-01-10,2009-01-10,10.68,92.2,
Polyodontes,10.69,92.22,2017-10-01,2017-10-01,10.69,92.22,
Polyodontes,10.73,92.25,2019-08-11,2019-08-11,10.73,92.25,
Zachsiella,10.68,92.31,2009-01-10,2009-01-10,10.68,92.31,
Zachsiella,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Aphrodita,6.96,93.6,2019-08-17,2019-08-17,6.96,93.6,
Aphrodita,9.22,92.67,2017-11-01,2017-11-01,9.22,92.67,
Aphrogenia,12.25,92.35,2011-11-24,2011-11-24,12.25,92.35,
Laetmonice,9.28,92.7,2011-12-06,2011-12-06,9.28,92.7,
Laetmonice,9.3,92.79,2017-11-16,2017-11-16,9.3,92.79,
Laetmonice,8.01,93.28,2009-01-24,2009-01-24,8.01,93.28,
Laetmonice,11.79,92.36,2009-01-11,2009-01-11,11.79,92.36,
Laetmonice,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Pontogenia,10.72,92.71,2019-08-10,2019-08-10,10.72,92.71,
Pontogenia,6.65,93.83,2019-08-16,2019-08-16,6.65,93.83,
Pareulepis,13.53,92.77,2009-01-13,2009-01-13,13.53,92.77,
Pareulepis,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Pareulepis,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Pareulepis,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Drieschia,13.53,92.77,2009-01-13,2009-01-13,13.53,92.77,
Drieschia,11.25,92.45,2011-11-22,2011-11-22,11.25,92.45,
Gaudichaudius,11.25,92.45,2011-11-22,2011-11-22,11.25,92.45,
Hermenia,11.8,92.4,2009-01-11,2009-01-11,11.8,92.4,
Hermenia,10.72,92.71,2019-08-10,2019-08-10,10.72,92.71,
Hermenia,6.65,93.83,2019-08-16,2019-08-16,6.65,93.83,
Lepidonotus,11.25,92.45,2009-01-11,2009-01-11,11.25,92.45,
Lepidonotus,10.68,92.7,2009-01-16,2009-01-16,10.68,92.7,
Lepidonotus,10.68,92.68,2011-12-04,2011-12-04,10.68,92.68,
Lepidonotus,7.02,93.53,2009-01-26,2009-01-26,7.02,93.53,
Lepidonotus,7.13,93.55,2011-12-11,2011-12-11,7.13,93.55,
Malmgreniella,11.79,92.36,2009-01-11,2009-01-11,11.79,92.36,
Euthalenessa,9.62,92.73,2017-11-17,2017-11-17,9.62,92.73,
Euthalenessa,12.23,92.28,2009-01-11,2009-01-11,12.23,92.28,
Euthalenessa,12.25,92.35,2011-11-24,2011-11-24,12.25,92.35,
Euthalenessa,12.93,92.58,2011-11-25,2011-11-25,12.93,92.58,
Euthalenessa,9.3,92.7,2009-01-23,2009-01-23,9.3,92.7,
Euthalenessa,9.3,92.82,2011-12-05,2011-12-05,9.3,92.82,
Euthalenessa,9.28,92.7,2011-12-06,2011-12-06,9.28,92.7,
Euthalenessa,9.03,92.74,2017-11-16,2017-11-16,9.03,92.74,
Euthalenessa,9.32,92.8,2017-11-17,2017-11-17,9.32,92.8,
Euthalenessa,9.33,92.75,2017-11-17,2017-11-17,9.33,92.75,
Euthalenessa,9.28,92.69,2017-11-17,2017-11-17,9.28,92.69,
Euthalenessa,7.13,93.55,2011-12-11,2011-12-11,7.13,93.55,
Fimbriosthenelais,9.31,92.78,2009-01-22,2009-01-22,9.31,92.78,
Fimbriosthenelais,9.03,92.74,2017-11-16,2017-11-16,9.03,92.74,
Fimbriosthenelais,9.3,92.79,2017-11-16,2017-11-16,9.3,92.79,
Hartmanipsammolyce,9.3,92.82,2011-11-30,2011-11-30,9.3,92.82,
Hartmanipsammolyce,7.04,93.95,2011-12-09,2011-12-09,7.04,93.95,
Hartmanipsammolyce,7.13,93.53,2011-12-11,2011-12-11,7.13,93.53,
Leanira,10.75,92.12,2019-08-11,2019-08-11,10.75,92.12,
Pelogenia,10.68,92.7,2009-01-16,2009-01-16,10.68,92.7,
Pelogenia,11.25,92.45,2011-11-22,2011-11-22,11.25,92.45,
Pelogenia,12.25,92.35,2009-01-11,2009-01-11,12.25,92.35,
Pelogenia,12.66,92.56,2011-11-24,2011-11-24,12.66,92.56,
Pelogenia,9.31,92.78,2009-01-22,2009-01-22,9.31,92.78,
Pelogenia,9.3,92.7,2009-01-23,2009-01-23,9.3,92.7,
Pelogenia,7.03,93.54,2009-01-26,2009-01-26,7.03,93.54,
Pelogenia,10.68,92.31,2009-01-10,2009-01-10,10.68,92.31,
Pelogenia,7.13,93.55,2011-12-11,2011-12-11,7.13,93.55,
Pelogenia,6.65,93.83,2019-08-16,2019-08-16,6.65,93.83,
Pelogenia,9.03,92.74,2017-11-16,2017-11-16,9.03,92.74,
Pholoe,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Pholoe,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Pholoe,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Pholoe,11.25,92.45,2011-11-22,2011-11-22,11.25,92.45,
Pholoe,9.31,92.78,2009-01-22,2009-01-22,9.31,92.78,
Pholoe,9.29,92.87,2009-01-22,2009-01-22,9.29,92.87,
Pholoe,9.3,92.68,2009-01-23,2009-01-23,9.3,92.68,
Pholoe,9.28,92.7,2011-12-06,2011-12-06,9.28,92.7,
Pholoe,9.33,92.75,2017-11-17,2017-11-17,9.33,92.75,
Pholoe,8.0,93.26,2009-01-24,2009-01-24,8.0,93.26,
Pholoe,8.0,93.25,2011-12-07,2011-12-07,8.0,93.25,
Pholoides,12.23,92.28,2009-01-11,2009-01-11,12.23,92.28,
Pholoides,12.26,93.19,2009-01-15,2009-01-15,12.26,93.19,
Pholoides,12.59,92.32,2017-07-23,2017-07-23,12.59,92.32,
Pholoides,9.3,92.7,2009-01-15,2009-01-15,9.3,92.7,
Pholoides,8.0,93.65,2011-12-08,2011-12-08,8.0,93.65,
Pholoides,6.51,93.8,2011-12-10,2011-12-10,6.51,93.8,
Pholoides,6.51,93.77,2017-11-13,2017-11-13,6.51,93.77,
Pisione,9.3,92.79,2011-12-05,2011-12-05,9.3,92.79,
Pisione,8.0,93.65,2011-12-08,2011-12-08,8.0,93.65,
Pisione,7.13,93.55,2011-12-11,2011-12-11,7.13,93.55,
Pisione,9.33,92.75,2017-11-17,2017-11-17,9.33,92.75,
Pisione,6.46,93.81,2011-12-10,2011-12-10,6.46,93.81,
Pisione,6.51,93.8,2011-12-10,2011-12-10,6.51,93.8,
Pisione,9.3,92.87,2011-12-05,2011-12-05,9.3,92.87,
Pisione,8.0,93.64,2011-12-08,2011-12-08,8.0,93.64,
Pisione,9.62,92.73,2017-11-17,2017-11-17,9.62,92.73,
Sigalion,10.68,92.68,2011-12-04,2011-12-04,10.68,92.68,
Sigalion,7.03,93.54,2009-01-26,2009-01-26,7.03,93.54,
Sthenelais,10.68,92.23,2009-01-10,2009-01-10,10.68,92.23,
Sthenelais,11.79,92.36,2009-01-11,2009-01-11,11.79,92.36,
Sthenelais,11.76,92.83,2009-01-17,2009-01-17,11.76,92.83,
Sthenelais,11.25,92.44,2011-11-22,2011-11-22,11.25,92.44,
Sthenelais,12.66,92.56,2011-11-24,2011-11-24,12.66,92.56,
Sthenelais,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Sthenelais,11.47,92.72,2011-11-03,2011-11-03,11.47,92.72,
Sthenelais,9.31,92.78,2009-01-22,2009-01-22,9.31,92.78,
Sthenelais,8.0,93.25,2011-12-07,2011-12-07,8.0,93.25,
Sthenelais,7.04,93.95,2011-12-09,2011-12-09,7.04,93.95,
Sthenelanella,10.68,92.7,2009-01-16,2009-01-16,10.68,92.7,
Sthenelanella,12.93,92.58,2011-11-25,2011-11-25,12.93,92.58,
Sthenelanella,13.52,92.78,2011-11-25,2011-11-25,13.52,92.78,
Sthenelanella,11.7,92.77,2011-11-20,2011-11-20,11.7,92.77,
Sthenelanella,8.0,93.64,2011-12-08,2011-12-08,8.0,93.64,
Sthenelanella,7.13,93.55,2011-11-11,2011-11-11,7.13,93.55,
Willeysthenelais,10.68,92.31,2009-01-10,2009-01-10,10.68,92.31,
Polyodontes,12.94,92.44,2009-01-12,2009-01-12,12.94,92.44,
Zachsiella,10.95,80.02,,,10.95,80.02,
Euthalenessa,7.988,77.645,2009-05-30,2009-05-30,7.99,77.64,
Harmothoe,7.475,77.51,2009-05-30,2009-05-30,7.48,77.51,
Cephea cephea,22.27,68.95,2018-01-04,2018-01-04,22.27,68.95,
Onchnesoma steenstrupii steenstrupii,8.3,76.48,2011-09-04,2011-09-04,8.3,76.48,
Onchnesoma steenstrupii steenstrupii,8.3,76.48,2011-09-06,2011-09-06,8.3,76.48,
Onchnesoma steenstrupii steenstrupii,10.69,92.3,2011-11-21,2011-11-21,10.69,92.3,
Onchnesoma steenstrupii steenstrupii,12.68,92.17,2011-11-29,2011-11-29,12.68,92.17,
Onchnesoma steenstrupii steenstrupii,7.11,93.53,2011-12-11,2011-12-11,7.11,93.53,
Onchnesoma steenstrupii steenstrupii,8.53,76.79,2013-07-16,2013-07-16,8.53,76.79,
Onchnesoma steenstrupii steenstrupii,8.51,76.75,2013-07-16,2013-07-16,8.51,76.75,
Sipunculus (Sipunculus) nudus,15.49,73.06,2014-09-28,2014-09-28,15.49,73.06,
Sipunculus (Sipunculus) longipapillosus,15.49,73.06,2014-09-28,2014-09-28,15.49,73.06,
Sipunculus (Sipunculus) norvegicus,14.41,73.04,2019-01-02,2019-01-02,14.41,73.04,
Aspidosiphon (Paraspidosiphon) laevis,12.25,92.35,2009-01-12,2009-01-12,12.25,92.35,
Sipunculus (Sipunculus) nudus,9.3,92.78,2009-01-16,2009-01-16,9.3,92.78,
Phascolosoma (Phascolosoma) perlucens,8.53,76.79,2013-07-16,2013-07-16,8.53,76.79,
Nephasoma (Cutlerensis) rutilofuscum,14.41,73.04,2019-01-02,2019-01-02,14.41,73.04,
Sipunculus,14.41,73.04,2019-01-02,2019-01-02,14.41,73.04,
Phascolion (Lesenka),10.99,74.97,2015-06-17,2015-06-17,10.99,74.97,
Phascolion (Montuga),10.99,74.97,2015-06-17,2015-06-17,10.99,74.97,
Phascolion (Montuga),12.01,74.25,2015-06-18,2015-06-18,12.01,74.25,
Engystenopus palmipes,8.24,76.49,2020-02-29,2020-02-29,8.24,76.49,
Squilloides leptosquilla,11.21,92.36,2015-01-15,2015-01-15,11.21,92.36,
Squilloides leptosquilla,13.03,92.17,2015-01-18,2015-01-18,13.03,92.17,
Squilloides leptosquilla,6.6,93.7,2015-02-01,2015-02-01,6.6,93.7,
Squilloides leptosquilla,12.53,93.15,2016-04-10,2016-04-10,12.53,93.15,
Squilloides leptosquilla,12.49,93.18,2017-11-25,2017-11-25,12.49,93.18,
Gonodactylopsis drepanophora,10.72,92.71,2019-08-10,2019-08-10,10.72,92.71,
Odontodactylus latirostris,10.72,92.71,2019-08-10,2019-08-10,10.72,92.71,
Odontodactylus latirostris,6.65,93.83,2019-08-16,2019-08-16,6.65,93.83,
Chorisquilla andamanica,6.65,93.83,2019-08-16,2019-08-16,6.65,93.83,
Haptosquilla tuberosa,10.72,92.71,2019-08-10,2019-08-10,10.72,92.71,
Pseudosquilla ciliata,10.72,92.71,2019-08-10,2019-08-10,10.72,92.71,
Busquilla plantei,10.79,80.11,2019-11-30,2019-11-30,10.79,80.11,
Cloridina malaccensis,10.79,80.11,2019-11-30,2019-11-30,10.79,80.11,
Harpiosquilla harpax,22.49,68.19,2018-02-22,2018-02-22,22.49,68.19,
Lenisquilla gilesi,22.49,68.19,2018-02-22,2018-02-22,22.49,68.19,
Quollastria gonypetes,22.49,68.19,2018-02-22,2018-02-22,22.49,68.19,
Quollastria gonypetes,10.79,80.11,2019-11-30,2019-11-30,10.79,80.11,
Quollastria gonypetes,13.01,74.02,2018-11-25,2018-11-25,13.01,74.02,
Quollastria gonypetes,15.36,73.11,2018-11-24,2018-11-24,15.36,73.11,
Squilloides leptosquilla,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Squilloides leptosquilla,9.5,75.7,2018-03-03,2018-03-03,9.5,75.7,
Squilloides leptosquilla,10.54,80.35,2019-11-06,2019-11-06,10.54,80.35,
Squilloides leptosquilla,11.57,92.81,2019-08-09,2019-08-09,11.57,92.81,
Squilloides leptosquilla,10.57,80.43,2019-11-06,2019-11-06,10.57,80.43,
Miyakella nepa,11.25,75.62,2009-08-07,2009-08-07,11.25,75.62,
Squilloides leptosquilla,7.75,93.21,2011-12-13,2011-12-13,7.75,93.21,
Squilloides leptosquilla,6.84,93.05,2011-12-10,2011-12-10,6.84,93.05,
Squilloides leptosquilla,9.93,75.57,2015-05-27,2015-05-27,9.93,75.57,
Phylladiorhynchus,8.9,76.02,,,8.9,76.02,
Galathea quadrangularis,8.92,76.08,,,8.92,76.08,
Galathea,9.28,92.7,2011-12-06,2011-12-06,9.28,92.7,
Allomunida magnicheles,11.99,80.08,2005-07-16,2005-07-16,11.99,80.08,
Trapezionida latior,11.74,74.68,1999-10-18,1999-10-18,11.74,74.68,
Trapezionida samudrika,11.99,80.08,2005-07-16,2005-07-16,11.99,80.08,
Trapezionida bharuchai,9.28,92.7,2011-12-06,2011-12-06,9.28,92.7,
Trapezionida bharuchai,7.13,93.54,2011-12-11,2011-12-11,7.13,93.54,
Porcellanella haigae,6.64,93.82,2019-08-16,2019-08-16,6.64,93.82,
Trapezionida latior,8.43,76.7,,,8.43,76.7,
Bathynomus keablei,11.1,80.32,2010-08-26,2010-08-26,11.1,80.32,
Bathynomus keablei,14.26,73.26,2010-10-15,2010-10-15,14.26,73.26,
Bathynomus keablei,7.95,76.63,2013-09-09,2013-09-09,7.95,76.63,
Bathynomus keablei,8.29,76.03,2013-09-10,2013-09-10,8.29,76.03,
Bathynomus keablei,11.36,92.8,2015-01-16,2015-01-16,11.36,92.8,
Bathynomus keablei,8.41,76.16,2017-10-26,2017-10-26,8.41,76.16,
Bathynomus keablei,14.39,73.03,2018-02-28,2018-02-28,14.39,73.03,
Bathynomus keablei,8.64,76.1,2020-09-23,2020-09-23,8.64,76.1,
Bathynomus keablei,14.45,73.06,2020-10-05,2020-10-05,14.45,73.06,
Aspidosiphon (Akrikos) carnicobarensis,9.3,92.86,2017-01-12,2017-01-12,9.3,92.86,
Aristeus alcocki,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Aristeus virilis,8.48,93.43,2016-04-05,2016-04-05,8.48,93.43,
