scientific_name,latitude,longitude,timestamp
Sternoptyx pseudobscura,-5.44,65.96,2015-09-16
Polyipnus limatulus,9.1,75.82,2013-10-08
Polyipnus limatulus,9.29,75.66,2014-11-02
Stomias affinis,8.67,75.97,2013-10-06
Sigmops elongatus,-4.51,60.78,2015-10-08
Sigmops elongatus,7.76,70.87,2015-09-09
Sigmops elongatus,-5.44,65.96,2015-09-16
Sigmops elongatus,8.08,71.87,2015-09-08
Sigmops elongatus,5.13,69.05,2015-09-12
Sigmops elongatus,8.08,76.4,2013-10-07
Sigmops elongatus,10.4,73.3,2013-10-12
Triplophos hemingi,11.0,72.03,2013-10-10
Triplophos hemingi,10.4,73.3,2013-10-12
Peristedion liorhynchus,8.35,76.23,2017-10-23
Halieutaea coccinea,8.29,76.21,2015-10-29
Antennarius hispidus,22.52,68.26,2018-02-22
Zenion hololepis,12.52595,93.1627,2017-11-25
Lophiodes triradiatus,8.35,76.23,2017-10-23
Lophiodes mutilus,10.91828333,80.35865,2011-11-08
Chaunax multilepis,11.93111111,92.28388889,2016-04-12
Chaunax apus,6.842777778,93.05305556,2011-12-10
Chaunax multilepis,11.91313333,80.14531667,2011-11-05
Malthopsis lutea,7.486944444,93.41416667,2016-04-04
Chaunax apus,12.14138889,93.19444444,2016-04-11
Halieutaea stellata,11.19305556,92.33833333,2016-04-14
Halicmetus ruber,9.048055556,75.53,2014-01-11
Chaunax apus,8.29,76.21,2015-10-29
Lophiodes gracilimanus,9.55,75.91,2015-02-10
Halieutaea coccinea,10.86,92.37,2015-01-26
Scalicus orientalis,12.49,93.17,2017-11-25
Chaunax apus,17.05316667,83.29416667,2010-02-09
Chaunax multilepis,13.03,93.1,2010-09-16
Ceratias uranoscopus,11.06,92.13,2015-01-16
Heminodus philippinus,6.63,93.69,2011-12-10
Bufoceratias thele,11.07,74.92,2014-01-08
Scalicus serrulatus,6.842777778,93.05305556,2011-12-10
Lophiomus setigerus,15.9803,72.8397,2018-11-24
Chaunax multilepis,12.14138889,93.19444444,2016-04-11
Satyrichthys milleri,11.82,92.19,2015-01-14
Cryptopsaras couesii,12.2,74.2,2012-08-22
Lophoides lugubris,12.74944444,93.10833333,2016-04-10
Chaunax apus,12.103683,74.319083,2013-08-26
Lophoides lugubris,13.23638889,93.17166667,2016-04-11
Chaunax multilepis,13.23638889,93.17166667,2016-04-11
Chaunax multilepis,12.74944444,93.10833333,2016-04-10
Halieutaea coccinea,13.23638889,93.17166667,2016-04-11
Plectrogenium nanum,12.52,93.16,2017-11-25
Plectrogenium nanum,12.5425,93.15333333,2016-04-10
Halieutaea indica,11.99,74.42,2011-08-08
Chaunax apus,7.486944444,93.41416667,2016-04-04
Lophiodes gracilimanus,7.486944444,93.41416667,2016-04-04
Chaunax multilepis,7.486944444,93.41416667,2016-04-04
Lophoides lugubris,6.63,93.69,2011-12-10
Lophoides lugubris,9.55,75.91,2015-02-10
Lophiomus setigerus,9.992916667,75.59613333,2010-08-08
Lophiodes mutilus,12.4695,74.152367,2013-08-24
Halieutaea coccinea,11.93111111,92.28388889,2016-04-12
Woodsia nonsuchae,-2.53,67.57,2015-09-14
Astronesthes indopacificus,8.08,75.99,2013-10-06
Astronesthes indopacificus,8.09,76.36,2013-10-07
Astronesthes indopacificus,11.02,73.07,2013-10-10
Astronesthes indopacificus,11.28,72.93,2013-10-11
Astronesthes indopacificus,10.4,73.3,2013-10-12
Astronesthes indopacificus,10.23,73.48,2013-10-12
Astronesthes indopacificus,11.72,73.73,2013-10-13
Astronesthes indopacificus,21.76,66.5,2016-01-25
Astronesthes indopacificus,13.03,65.53,2016-02-12
Astronesthes indopacificus,15.97,65.5,2016-02-10
Astronesthes formosanus,5.14,69.06,2015-09-12
Astronesthes formosanus,-0.79,67.98,2015-09-13
Lophiodes mutilus,9.570833333,75.90222222,2018-03-03
Lophoides lugubris,9.570833333,75.90222222,2018-03-03
Halieutaea coccinea,9.570833333,75.90222222,2018-03-03
Chaunax multilepis,9.55,75.91,2015-10-02
Lophiomus setigerus,9.998916667,75.60143333,2011-08-10
Scalicus serrulates,9.660833333,92.92194444,2016-04-06
Satyrichthys laticeps,9.998916667,75.60143333,2011-10-08
Chaunax apus,17.02933333,83.26283333,2010-09-02
Coelophrys micropa,8.29,76.21,2013-07-14
Chaunax apus,6.638333333,93.68466667,2010-09-24
Chaunax apus,17.16116667,83.431,2010-09-20
Chaunax multilepis,11.99091667,74.42656667,2011-08-08
Lophoides lugubris,13.03,93.1,2010-09-16
Satyrichthys milleri,13.03,93.1,2010-09-16
Chaunax multilepis,12.81066667,93.08416667,2010-09-17
Halieutaea coccinea,13.31888889,93.18888889,2015-01-18
Malthopsis lutea,13.31888889,93.18888889,2015-01-18
Satyrichthys milleri,13.22,93.18,2011-11-27
Halieutaea coccinea,6.829166667,93.75666667,2015-02-01
Bathysphyraenops radhae,-4.5,60.76,2015-10-10
Pseudohowella sp.,5.12,69.07,2015-09-11
Bathysphyraenops radhae,-0.83,67.94,2015-09-14
Howella brodiei,-4.5,60.76,2015-10-10
Howella brodiei,-0.83,67.94,2015-09-14
Howella brodiei,-3.86,66.51,2015-09-16
Bathysphyraenops sp.,11.8,73.65,2013-10-13
Bathysphyraenops sp.,9.72,75.52,2015-08-01
Bathophilus novicki,15.97,65.5,2016-02-10
Bathophilus novicki,21.76,66.5,2016-01-25
Bathophilus proximus,15.97,65.5,2016-02-10
Bathophilus proximus,21.76,66.5,2016-01-25
Bathophilus cwyanorum,21.76,66.5,2016-01-25
Bathophilus digitatus,21.76,66.5,2016-01-25
Bathophilus altipinnis,8.09,76.36,2013-10-07
Bathophilus altipinnis,10.4,73.3,2013-10-12
Astronesthes formosanus,8.34,72.91,2015-09-08
Photonectes barnetti,8.29,76.21,2013-07-14
Borostomias elucens,16.26,73.26,2010-10-15
Himantolophus kalami,13.26,93.26,2017-11-26
Chauliodus pammelas,8.3479,72.91483333,2015-09-08
Chauliodus pammelas,8.982866667,73.06236667,2015-09-07
Chauliodus pammelas,11.31366667,72.90923333,2013-10-11
Chauliodus pammelas,8.29,93.32,2017-11-15
Chauliodus pammelas,8.321,76.17,2017-10-24
Chauliodus sloani,-15.46681667,56.76911667,2015-10-04
Chauliodus sloani,-5.446966667,65.9638,2015-09-17
Astronesthes martensii,12.82,93.213,2010-09-17
Astronesthes martensii,12.78,93.08,2010-09-17
Astronesthes martensii,9.172933333,75.80181667,2013-10-08
Astronesthes martensii,9.39,75.91,2018-03-03
Astronesthes martensii,11.87,92.1,2017-11-28
Astronesthes indicus,8.722166667,75.96463333,2013-10-06
Astronesthes indicus,11.31366667,72.90923333,2013-10-11
Astronesthes indicus,-3.880916667,66.46091667,2015-09-16
Astronesthes quasiindicus,-5.446966667,65.9638,2015-09-17
Triplophos hemingi,11.14,92.32,2010-09-19
Scalicus orientalis,7.75,93.21,2011-12-13
Halieutopsis stellifera,7.53,93.65,2011-12-11
Grammatostomias dentatus,7.99,76.45,2013-12-10
Jorunna funebris,7.19,77.5,2015-05-30
Richtersia bathyalis,8.33683,73.09016667,2014-10-16
Richtersia,8.33683,73.09016667,2014-10-16
Spinonema gracilispiculum,8.28,76.24,2007-05-19
Spinonema absente,8.33683,73.09016667,2014-10-16
Prochaetosoma dokdoense,8.33683,73.09016667,2014-10-16
Draconema japonicum,8.33683,73.09016667,2014-10-16
Desmodora masira,8.33683,73.09016667,2014-10-16
Latronema whataiai,8.33683,73.09016667,2014-10-16
Rhips,8.33683,73.09016667,2014-10-16
Trochamus bulbosa,8.33683,73.09016667,2014-10-16
Tricoma brevirostris,8.33683,73.09016667,2014-10-16
Halanonchus,8.33683,73.09016667,2014-10-16
Paramicrolaimus spirulifer,8.33683,73.09016667,2014-10-16
Bathynox clavata,8.33683,73.09016667,2014-10-16
Aponema decraemerae,8.33683,73.09016667,2014-10-16
Pselionema simplex,8.33683,73.09016667,2014-10-16
Paramicrolaimus damodarani,11.75,74.7,2012-02-11
Scaptrella filicaudata,6.96,77.38,2004-05-14
Psammonema kuriani,15.54,73.1,2003-12-03
Chromadorella,8.336833333,73.09016667,2014-10-16
Paracyatholaimus,8.336833333,73.09016667,2014-10-16
Marylynnia,8.336833333,73.09016667,2014-10-16
Acantholaimus vermeuleni,8.336833333,73.09016667,2014-10-16
Viscosia,8.336833333,73.09016667,2014-10-16
Bathynox clavata,8.336833333,73.09016667,2014-10-16
Parabostrichus bathyalis,8.336833333,73.09016667,2014-10-16
Eubostrichus africanus,8.336833333,73.09016667,2014-10-16
Ceramonema,8.336833333,73.09016667,2014-10-16
Spirinia parasitifera,8.336833333,73.09016667,2014-10-16
Pselionema annulatum,8.336833333,73.09016667,2014-10-16
Morlaixia contusa,8.336833333,73.09016667,2014-10-16
Metadasynemella,8.336833333,73.09016667,2014-10-16
Rhynchonema hirsutum,8.336833333,73.09016667,2014-10-16
Polysigma,8.336833333,73.09016667,2014-10-16
Halalaimus abyssus,8.336833333,73.09016667,2014-10-16
Eudraconema,8.336833333,73.09016667,2014-10-16
Bolbolaimus,8.336833333,73.09016667,2014-10-16
Prochaetosoma dokdoense,8.336833333,73.09016667,2014-10-16
Molgolaimus abyssorum,8.336833333,73.09016667,2014-10-16
Siphonolaimus cobbi,8.336833333,73.09016667,2014-10-16
Paralongicyatholaimus,8.336833333,73.09016667,2014-10-16
Laimella longicauda,8.336833333,73.09016667,2014-10-16
Aponema decraemerae,8.336833333,73.09016667,2014-10-16
Desmodorella tenuispiculum,8.336833333,73.09016667,2014-10-16
Choanolaimus psammophilus,8.336833333,73.09016667,2014-10-16
Draconema Japonicum,8.336833333,73.09016667,2014-10-16
Innocuonema,8.336833333,73.09016667,2014-10-16
Endeolophos,8.336833333,73.09016667,2014-10-16
Microlaimus,8.336833333,73.09016667,2014-10-16
Microlaimus discolensis,8.336833333,73.09016667,2014-10-16
Synonchiella,15.25,72.48,
Paramicrolaimus damodarani,8.336833333,73.09016667,2014-10-16
Aponema abyssalis,8.336833333,73.09016667,2014-10-16
Gomphionema,8.336833333,73.09016667,2014-10-16
Phanoderma,8.336833333,73.09016667,2014-10-16
Desmolaimus greenpatchi,8.336833333,73.09016667,2014-10-16
Spinonema absente,8.336833333,73.09016667,2014-10-16
Croconema,8.336833333,73.09016667,2014-10-16
Syringolaimus annae,8.336833333,73.09016667,2014-10-16
Diplopeltoides linkei,8.336833333,73.09016667,2014-10-16
Trochamus bulbosa,8.336833333,73.09016667,2014-10-16
Metacomesoma,8.336833333,73.09016667,2014-10-16
Halalaimus,8.336833333,73.09016667,2014-10-16
Desmolaimus,8.336833333,73.09016667,2014-10-16
Sabatieria alata,8.336833333,73.09016667,2014-10-16
Dorylaimopsis,8.336833333,73.09016667,2014-10-16
Thalassolaimus,8.336833333,73.09016667,2014-10-16
Leptolaimus,8.336833333,73.09016667,2014-10-16
Polycheles typhlops,12.83,93.21,2010-09-17
Polycheles typhlops,8.36,76.17,2010-10-12
Polycheles typhlops,11.35,92.39,2015-01-11
Polycheles typhlops,13.03,92.17,2015-01-18
Polycheles typhlops,8.28,76.52,2017-10-26
Polycheles typhlops,8.24,76.49,2020-02-29
Stereomastis phosphorus,11.01,80.3,2010-08-26
Stereomastis phosphorus,14.26,73.26,2010-10-15
Stereomastis phosphorus,8.29,76.21,2013-07-14
Stereomastis phosphorus,11.36,92.79,2015-01-16
Stereomastis phosphorus,11.38,92.78,2015-01-16
Stereomastis phosphorus,13.27,93.26,2017-11-26
Stereomastis phosphorus,14.37,73.03,2018-04-09
Stereomastis phosphorus,8.24,76.49,2020-02-29
Stereomastis sculpta,8.29,76.21,2013-07-14
Stereomastis sculpta,8.01,76.43,2013-12-10
Stereomastis sculpta,8.08,76.12,2017-10-24
Polychelidae,11.38,92.78,2015-01-16
Pettibonella shompens,9.3,92.7,2009-01-09
Pettibonella shompens,9.28,92.7,2011-12-06
Armandia sampadae,11.47,92.72,2011-10-03
Armandia sampadae,13.52,92.78,2011-10-03
Piromis bifidus,17.12,83.36,2015-12-18
Leodamas latum,17.12,83.36,2015-12-18
Pisione africana,6.46,93.81,2011-12-10
Trichobranchus glacialis,13.41,93.15,2011-11-26
Magelona crenulifrons,13.42,93.17,2011-11-26
Micropodarke dubia,10.68,92.68,2011-11-21
Psamathe fusca,10.68,92.68,2011-11-21
Paraprionospio pinnata,12.93,93.01,2011-11-28
Jasmineira elegans,6.51,93.8,2011-12-10
Magelona papillicornis,13.42,93.17,2011-11-26
Schistomeringos rudolphi,13.42,93.19,2011-11-26
Linopherus paucibranchiata,11.7,92.8,2011-11-30
Exogone heterosetosa,13.42,93.17,2011-11-26
Linopherus microcephala,10.68,92.68,2011-11-21
Drilonereis falcata,13.42,93.17,2011-11-26
Scoloplos (Scoloplos) marsupialis,11.7,92.8,2011-11-30
Prosphaerosyllis semiverrucosa,13.41,93.15,2011-11-26
Heteromastus filiformis,12.5,93.04,2011-11-29
Paralacydonia paradoxa,10.68,92.68,2011-11-21
Pherusa saldanha,11.7,92.77,2011-11-30
Nothria conchylega,11.7,92.8,2011-11-30
Aricidea (Aricidea) curviseta,11.7,92.8,2011-11-30
Lumbrineris meteorana,11.7,92.77,2011-11-30
Paraehlersia ehlersiaeformis,13.42,93.17,2011-11-26
Chrysopetalum occidentale,8.0,93.64,2011-12-08
Poecilochaetus serpens,10.67,92.74,2011-11-21
Eurysyllis tuberculata,13.41,93.15,2011-11-26
Opisthodonta longocirrata,13.41,93.15,2011-11-26
Chone filicaudata,12.5,93.04,2011-11-29
Mediomastus capensis,12.93,93.01,2011-11-28
Aglaophamus dibranchis,11.7,92.77,2011-11-30
Cirrophorus branchiatus,13.41,93.15,2011-11-26
Spiophanes bombyx,8.0,93.25,2011-12-07
Phyllodoce longipes,13.42,93.19,2011-11-26
Scyphoproctus armatus,12.93,93.01,2011-11-28
Kirkegaardia dorsobranchialis,11.47,92.72,2011-10-03
Opisthosyllis brunnea,12.93,93.01,2011-11-28
Caulleryaspis laevis,11.7,92.8,2011-11-30
Amphicteis gunneri,9.28,92.7,2011-12-05
Magelona cincta,11.7,92.8,2011-11-30
Aricidea (Acmira) lopezi,11.47,92.75,2011-10-03
Syllis cornuta,11.7,92.77,2011-11-30
Goniada tridens,10.68,92.68,2011-11-21
Ampharete agulhasensis,10.67,92.74,2011-11-21
Glycera alba,12.93,93.07,2011-11-28
Chloeia inermis,13.42,93.19,2011-11-26
Phyllodoce fristedti,13.42,93.17,2011-11-26
Paradoneis lyra capensis,13.42,93.17,2011-11-28
Magelona mahensis,11.47,92.74,2011-10-03
Notomastus aberans,12.93,93.01,2011-11-28
Leitoscoloplos kerguelensis,12.5,93.04,2011-11-29
Aglaophamus verrilli,11.47,92.72,2011-10-03
Glycera oxycephala,11.7,92.8,2011-11-30
Syllidia armata,11.47,92.72,2011-10-03
Levinsenia oculata,11.7,92.77,2011-11-30
Spiophanes duplex,12.93,92.47,2011-11-25
Goniada maculata,12.93,93.01,2011-11-28
Onuphis holobranchiata,7.0,93.96,2011-12-11
Schistomeringos neglecta,12.92,93.02,2011-11-28
Protodorvillea egena,12.92,93.02,2011-11-28
Pherusa tropica,12.5,93.04,2011-11-29
Phyllodoce (Anaitis) capensis,10.68,92.68,2011-11-21
Kirkegaardia annulosa,11.69,92.82,2011-11-30
Paraehlersia ferrugina,11.69,92.82,2011-11-30
Pista unibranchia,13.42,93.19,2011-11-26
Notomastus latericeus,13.42,93.17,2011-11-26
Pista cristata,11.7,92.8,2011-11-30
Euchone rosea,7.04,93.95,2011-12-11
Goniada emerita,12.49,93.11,2011-11-29
Glycinde kameruniana,11.7,92.8,2011-11-30
Kuwaita heteropoda,10.67,92.74,2011-11-21
Eulalia magalaensis,10.67,92.74,2011-11-21
Cossura coasta,12.5,93.04,2011-11-29
Caulleriella bioculata,12.93,93.01,2011-11-28
Onuphis geophiliformis,9.3,92.87,2011-12-05
Glycera papillosa,13.42,93.19,2011-11-26
Aricidea (Acmira) cerrutii,10.67,92.73,2011-11-21
Glycera lapidum,10.67,92.73,2011-11-21
Euphrosine myrtosa,11.7,92.77,2011-11-30
Goniadides carolinae,12.92,93.02,2011-11-28
Glycera tesselata,11.47,92.74,2011-10-03
Magelona minuta,13.42,93.17,2011-11-26
Sigambra tentaculata,11.47,92.72,2011-10-03
Sigambra parva,10.67,92.73,2011-11-21
Micronephthys sphaerocirrata,11.47,92.72,2011-10-03
Leodamas johnstonei,11.7,92.77,2011-11-30
Pista australis,11.7,92.8,2011-11-30
Sphaerosyllis georgeharrisoni,12.5,93.04,2011-11-29
Magelona cepiceps,11.47,92.74,2011-10-03
Diplocirrus erythroporus,11.47,92.72,2011-10-03
Glycera natalensis,10.67,92.3,2011-11-21
Podarkeopsis capensis,8.0,93.29,2011-12-07
Chone letterstedti,9.3,92.87,2011-12-05
Ninoe lagosiana,9.29,92.67,2011-12-05
Hyalinoecia tubicola,10.67,92.3,2011-11-21
Diopatra neapolitana capensis,13.52,92.78,2011-11-25
Onuphis eremita,10.66,92.2,2011-11-21
Loimia medusa,12.25,92.31,2011-11-23
Notaulax phaeotaenia,10.67,92.23,2011-11-21
Leocrates claparedii,8.0,93.29,2011-12-07
Streblosoma persica,12.93,92.4,2011-11-25
Armandia simodaensis,11.79,92.37,2011-11-23
Glycera subaenea,11.25,92.45,2012-11-22
Marphysa sanguinea,10.66,92.2,2011-11-21
Ophelia agulhana,9.28,92.7,2011-12-05
Pherusa tropica,10.67,92.3,2011-11-21
Owenia fusiformis,12.93,92.47,2011-11-25
Pherusa laevis,13.53,92.62,2011-11-25
Ampharete luederitzi,11.25,92.44,2011-11-22
Arabella iricolor,12.25,92.3,2011-11-23
Ophelina acuminata,9.3,92.79,2011-12-05
Paucibranchia adenensis,10.68,92.68,2011-11-21
Samythella affinis,13.52,92.78,2011-11-25
Ophioglycera longicirrata,13.52,92.78,2011-11-25
Ophelia roscoffensis,9.3,92.79,2011-12-05
Potamilla leptochaeta,11.78,92.48,2011-11-23
Leiochrides africanus,10.67,92.23,2011-11-21
Phyllodoce malmgreni,12.93,92.58,2011-11-25
Glycera lancadivae,9.3,92.82,2011-12-05
Lumbriclymene cylindricauda,7.13,93.52,2011-12-11
Armandia melanura,9.3,92.79,2011-12-05
Maldanella capensis,11.78,92.48,2011-11-23
Paleanotus chrysolepis,10.67,92.23,2011-11-21
Pseudopotamilla saxicava,11.79,92.33,2011-11-23
Leodamas johnstonei,9.3,92.87,2011-12-05
Eurythoe matthaii,11.25,92.73,2009-01-17
Aricidea (Aricidea) capensis,12.5,93.04,2011-11-29
Aricidea (Aricidea) longicirrata,11.7,92.77,2011-11-30
Euclymene oerstedii,11.25,92.44,2012-11-22
Glycera tridactyla,10.67,92.23,2011-11-21
Magelona cincta,11.7,92.77,2011-11-30
Eunice filamentosa,9.3,92.82,2011-12-05
Glycinde capensis,11.78,92.48,2011-11-23
Eunice vittata,12.93,92.4,2011-11-25
Euclymene luderitziana,12.93,92.47,2011-11-25
Owenia fusiformis,10.67,92.23,2011-11-21
Capitella capitata,13.53,92.65,2011-11-25
Prionospio ehlersi,10.66,92.2,2011-11-21
Aonidella cirrobranchiata,11.79,92.37,2011-11-23
Prionospio cirrifera,11.25,92.73,2009-01-17
Prionospio neenae,10.66,92.2,2011-11-21
Prionospio polybranchiata,11.7,92.8,2011-11-30
Malacoceros indicus,9.29,92.67,2011-12-05
Laonice cirrata,9.29,92.67,2011-12-05
Aricidea (Strelzovia) belgicae,11.24,92.44,2011-11-22
Orbinia monroi,12.93,92.47,2011-11-25
Syllis hyalina,7.13,93.53,2011-12-11
Haplosyllis spongicola,10.68,92.68,2011-11-21
Aricidea (Acmira) simplex,7.13,93.55,2011-12-11
Euchone capensis,7.13,93.52,2011-12-11
Aonides oxycephala,12.93,92.4,2011-11-25
Chaetozone setosa,9.3,92.82,2011-12-05
Aphelochaeta filibranchia,13.35,93.18,2009-01-14
Scolelepis (Scolelepis) squamata,7.13,93.52,2011-12-11
Glycera benguellana,12.93,92.58,2011-11-25
Cirratulus africanus,10.67,92.23,2011-11-21
Prionospio nielseni,10.67,92.23,2011-11-21
Prionospio andamanensis,9.3,92.82,2011-12-05
Prionospio phuketensis,10.67,92.3,2011-11-21
Nereis jacksoni,12.93,92.58,2011-11-25
Aricidea (Acmira) catherinae,12.93,92.58,2011-11-25
Aricidea (Aricidea) curviseta,11.25,92.44,2012-11-22
Caulleriella capensis,12.25,92.35,2011-11-23
Scoloplos (Scoloplos) marsupialis,12.93,92.47,2011-11-25
Aricidea (Acmira) lopezi,11.7,92.77,2011-11-30
Terebellides stroemii,13.42,93.17,2011-11-26
Linopherus microcephala,11.25,92.45,2012-11-22
Eunice indica,12.93,92.47,2011-11-25
Chrysopetalum maculatum,11.47,92.74,2011-10-03
Lumbrineris latreilli,13.52,92.78,2011-11-25
Aglaophamus dibranchis,11.79,92.33,2011-11-23
Opisthosyllis brunnea,12.92,93.02,2011-11-28
Paraehlersia ferrugina,13.53,92.62,2011-11-25
Samythella affinis,10.66,92.2,2011-11-21
Goniada maculata,10.66,92.2,2011-11-21
Terebellides stroemii,12.25,92.35,2011-11-23
Paraehlersia ferrugina,11.25,92.44,2012-11-22
Mysta siphodonta,13.52,92.78,2011-11-25
Onuphis holobranchiata,11.25,92.45,2012-11-22
Linopherus paucibranchiata,11.69,92.82,2011-11-30
Notomastus aberans,11.79,92.33,2011-11-23
Glycera benguellana,10.67,92.3,2011-11-21
Goniada maculata,9.29,92.67,2011-12-05
Levinsenia oculata,13.35,93.18,2009-01-14
Phyllodoce malmgreni,11.7,92.77,2011-11-30
Linopherus microcephala,10.67,92.3,2012-11-22
Syllis cornuta,7.13,93.52,2011-12-11
Ampharete kerguelensis,12.26,93.16,2009-01-15
Glycera natalensis,10.67,92.3,2012-11-22
Aricidea longobranchiata,12.93,92.47,2011-11-25
Phyllodoce malmgreni,9.28,92.7,2011-12-05
Spiophanes duplex,10.67,92.23,2012-11-22
Goniada maculata,11.79,92.37,2011-11-23
Aglaophamus dibranchis,10.67,92.3,2011-11-21
Glycera papillosa,12.26,93.19,2011-11-25
Cossura coasta,13.52,92.78,2011-11-25
Chone filicaudata,13.53,92.65,2011-11-25
Scyphoproctus armatus,13.35,93.18,2009-01-14
Glycera papillosa,10.67,92.3,2011-11-21
Prionospio atrovitta,12.25,92.35,2009-01-11
Prionospio atrovitta,11.47,92.72,2011-10-03
Prionospio atrovitta,13.41,93.15,2011-11-26
Prionospio atrovitta,9.3,92.7,2009-01-23
Prionospio atrovitta,10.68,92.31,2009-01-10
Prionospio atrovitta,11.8,92.4,2009-01-11
Prionospio atrovitta,13.35,93.15,2009-01-14
Prionospio atrovitta,12.66,92.56,2011-11-25
Prionospio atrovitta,11.7,92.77,2011-11-30
Prionospio atrovitta,6.51,93.8,2011-12-10
Prionospio atrovitta,11.47,92.74,2017-11-10
Prionospio andamanensis,13.41,93.15,2011-11-26
Prionospio bocki,10.68,92.68,2011-11-21
Prionospio henriki,13.42,93.17,2011-11-26
Prionospio komaeti,11.25,92.44,2011-11-22
Prionospio neenae,11.47,92.72,2011-10-03
Prionospio nielseni,11.7,92.8,2011-11-30
Prionospio phuketensis,13.41,93.15,2011-11-26
Prionospio cornuta,8.0,93.64,2011-12-08
Hyalinoecia tubicola,14.48,73.04,2018-02-28
Hyalinoecia tubicola,14.96,72.77,2015-06-26
Rhamphobrachium diversosetosum,10.0,75.55,2016-09-05
Polyodontes maxillosus,18.0,84.22,2008-12-09
Polyodontes maxillosus,17.1,82.64,2008-12-10
Polyodontes maxillosus,17.0,82.63,2008-12-10
Polyodontes maxillosus,11.96,74.69,2011-08-08
Polyodontes maxillosus,15.49,73.06,2015-05-22
Polyodontes maxillosus,22.35,68.06,2018-02-22
Euthalenessa festiva,13.77,72.19,2017-04-01
Iphione muricata,8.55,78.33,2020-12-02
Sigalion mathildae,8.53,78.38,2020-12-02
Pholoe glabra,8.53,78.38,2020-12-02
Pholoe glabra,7.97,77.65,2020-02-14
Aphrogenia alba,8.53,78.38,2020-12-02
Euthalenessa digitata,7.97,77.65,2020-02-14
Ehlersileanira incisa,9.9,75.52,2010-08-08
Pholoides brasiliensis,11.75,74.68,2012-02-23
Harmothoe antilopes,14.12,74.07,2012-02-25
Harmothoe antilopes,9.77,75.71,2012-02-27
Harmothoe antilopes,8.5,76.42,2020-02-15
Eupanthalis,11.39,74.87,2014-10-09
Gaudichaudius cimex,8.46,76.77,2010-11-16
Gaudichaudius cimex,8.53,76.79,2013-07-16
Acoetes,11.57,92.81,2019-08-09
Euarche,10.69,92.22,2017-10-01
Euarche,9.28,92.69,2017-11-17
Eupanthalis,12.93,92.47,2011-11-25
Eupanthalis,11.56,92.76,2017-11-24
Polyodontes,10.68,92.2,2009-01-10
Polyodontes,10.69,92.22,2017-10-01
Polyodontes,10.73,92.25,2019-08-11
Zachsiella,10.68,92.31,2009-01-10
Zachsiella,11.7,92.77,2011-11-30
Aphrodita,6.96,93.6,2019-08-17
Aphrodita,9.22,92.67,2017-11-01
Aphrogenia,12.25,92.35,2011-11-24
Laetmonice,9.28,92.7,2011-12-06
Laetmonice,9.3,92.79,2017-11-16
Laetmonice,8.01,93.28,2009-01-24
Laetmonice,11.79,92.36,2009-01-11
Laetmonice,12.93,93.01,2011-11-28
Pontogenia,10.72,92.71,2019-08-10
Pontogenia,6.65,93.83,2019-08-16
Pareulepis,13.53,92.77,2009-01-13
Pareulepis,12.93,92.47,2011-11-25
Pareulepis,13.41,93.15,2011-11-26
Pareulepis,11.47,92.72,2011-10-03
Drieschia,13.53,92.77,2009-01-13
Drieschia,11.25,92.45,2011-11-22
Gaudichaudius,11.25,92.45,2011-11-22
Hermenia,11.8,92.4,2009-01-11
Hermenia,10.72,92.71,2019-08-10
Hermenia,6.65,93.83,2019-08-16
Lepidonotus,11.25,92.45,2009-01-11
Lepidonotus,10.68,92.7,2009-01-16
Lepidonotus,10.68,92.68,2011-12-04
Lepidonotus,7.02,93.53,2009-01-26
Lepidonotus,7.13,93.55,2011-12-11
Malmgreniella,11.79,92.36,2009-01-11
Euthalenessa,9.62,92.73,2017-11-17
Euthalenessa,12.23,92.28,2009-01-11
Euthalenessa,12.25,92.35,2011-11-24
Euthalenessa,12.93,92.58,2011-11-25
Euthalenessa,9.3,92.7,2009-01-23
Euthalenessa,9.3,92.82,2011-12-05
Euthalenessa,9.28,92.7,2011-12-06
Euthalenessa,9.03,92.74,2017-11-16
Euthalenessa,9.32,92.8,2017-11-17
Euthalenessa,9.33,92.75,2017-11-17
Euthalenessa,9.28,92.69,2017-11-17
Euthalenessa,7.13,93.55,2011-12-11
Fimbriosthenelais,9.31,92.78,2009-01-22
Fimbriosthenelais,9.03,92.74,2017-11-16
Fimbriosthenelais,9.3,92.79,2017-11-16
Hartmanipsammolyce,9.3,92.82,2011-11-30
Hartmanipsammolyce,7.04,93.95,2011-12-09
Hartmanipsammolyce,7.13,93.53,2011-12-11
Leanira,10.75,92.12,2019-08-11
Pelogenia,10.68,92.7,2009-01-16
Pelogenia,11.25,92.45,2011-11-22
Pelogenia,12.25,92.35,2009-01-11
Pelogenia,12.66,92.56,2011-11-24
Pelogenia,9.31,92.78,2009-01-22
Pelogenia,9.3,92.7,2009-01-23
Pelogenia,7.03,93.54,2009-01-26
Pelogenia,10.68,92.31,2009-01-10
Pelogenia,7.13,93.55,2011-12-11
Pelogenia,6.65,93.83,2019-08-16
Pelogenia,9.03,92.74,2017-11-16
Pholoe,10.67,92.3,2011-11-21
Pholoe,11.47,92.72,2011-10-03
Pholoe,12.93,93.01,2011-11-28
Pholoe,11.25,92.45,2011-11-22
Pholoe,9.31,92.78,2009-01-22
Pholoe,9.29,92.87,2009-01-22
Pholoe,9.3,92.68,2009-01-23
Pholoe,9.28,92.7,2011-12-06
